customer_id,full_name,email,phone,city,signup_date,segment,swiggy_one_member,marketing_opt_in
SWGY11850,Ananya Verma,,915633389234,delhi,2024-10-09,Frequent Orderer,False,yes
SWGY11851,Rahul Khan,rahul.khan346@gmail.co,2638803242,Gurugram,25/07/2023,Frequent Orderer,False,No
SWGY11852,Sneha Malhotra,sneha.malhotra524@gmail.co,(747) 623-7038,jaipur,18/04/2025,,False,
SWGY11853,Rahul Nair,,(941) 232-8062,KOLKATA,11-21-2024,New,False,yes
SWGY11854,Pooja Reddy,pooja.reddy864@hotmail.com,5883140035,LUCKNOW,2024-10-26,,False,N
SWGY11855,Nikhil Nair,NIKHIL.NAIR892@HOTMAIL.COM,, Nellore ,11-02-2023,Frequent Orderer,False,Y
SWGY11856,Aditya Patel,aditya.patel418@hotmail.com,+91-43476-08823,DELHI,10/06/2024,,False,
SWGY11857,Reyansh Malhotra,reyansh.malhotra956@yahoo.com,1633084601,VIJAYAWADA,03-28-2025,Swiggy One Member,True,0
SWGY11858,Nikhil Iyer,nikhil.iyer320@hotmail.com,,Nellore,2023-06-15,Frequent Orderer,False,No
SWGY11859,Vivaan Reddy,vivaan.reddy770@yahoo.com,5541408579,KOLKATA,2024-07-26,Frequent Orderer,False,1
SWGY11860,Aditya Reddy,aditya.reddy392@gmail.co,(026) 046-9017,ahmedabad,2023-06-02,Frequent Orderer,False,No
SWGY11861,Divya Chatterjee,divya.chatterjee427@gmail.co,+91-88457-32165,LUCKNOW,10-16-2023,,False,yes
SWGY11862,Arjun Patel,arjun.patel761@outlook.com,+91-07110-72985,KOCHI,2024-11-19,Swiggy One Member,True,Yes
SWGY11863,Diya Sharma,diya.sharma240@yahoo.com,17147 95541,NOIDA,09/08/2024,Frequent Orderer,True,Y
SWGY11864,Reyansh Sharma,reyansh.sharma366@yahoo.com,9521768012, Noida ,2023-12-02,,False,1
SWGY11865,Vivaan Khan,vivaan.khan286@hotmail.com,, Kochi ,2023-07-29,Frequent Orderer,False,N
SWGY11866,Navya Singh,navya.singh997@yahoo.com,(654) 399-9428,Nellore,2024-03-15,Frequent Orderer,False,N
SWGY11867,Aarav Malhotra,aarav.malhotra672@yahoo.com,,Kolkata,17/03/2025,Frequent Orderer,True,Yes
SWGY11868,Vikram Khan,vikram.khan108@gmail.com,7444793911,Mumbai,22/12/2024,New,False,yes
SWGY11869,Pooja Sharma,pooja.sharma912@hotmail.com,8657374496, Bengaluru ,2023-12-23,Dormant,False,
SWGY11870,Arjun Singh,arjun.singh815@gmail.co,20818 03689,KOLKATA,22/06/2024,,False,Y
SWGY11871,Neha Bose,neha.bose222@hotmail.com,(516) 026-9577,AHMEDABAD,01-20-2025,Swiggy One Member,False,0
SWGY11872,Aadhya Bose,aadhya.bose438@yahoo.com,81752 48135, Chennai ,24/12/2024,Churned,False,yes
SWGY11873,Reyansh Shetty,reyansh.shetty980@hotmail.com,53952 60885,NOIDA,11-09-2024,Frequent Orderer,True,
SWGY11874,Nikhil Singh,nikhil.singh830@hotmail.com,914754737704,Chennai,05-22-2025,Dormant,True,0
SWGY11875,Myra Bose,myra.bose881@outlook.com,7396103405,MUMBAI,07/02/2025,Frequent Orderer,False,No
SWGY11876,Divya Verma,divya.verma990@outlook.com,+91-43072-18877, Nellore ,06-21-2023,Frequent Orderer,True,No
SWGY11877,Saanvi Khan,,8578671265,NELLORE,09-16-2024,New,False,No
SWGY11878,Navya Iyer,navya.iyer576@hotmail.com,+91-88524-99196,noida,2025-01-21,Dormant,False,1
SWGY11879,Sneha Bose,sneha.bose64@outlook.com,6318559670,Kochi,08/05/2024,Dormant,False,yes
SWGY11880,Ayaan Bose,ayaan.bose765@outlook.com,+91-75602-31064, Jaipur ,09-06-2023,Frequent Orderer,True,
SWGY11881,Reyansh Pillai,reyansh.pillai678@outlook.com,42734 49799,kolkata,2024-11-18,,False,
SWGY11882,Karthik Patel,karthik.patel283@gmail.co,915878371053,KOCHI,25/07/2024,Frequent Orderer,False,Yes
SWGY11883,Neha Mehta,neha.mehta411@gmail.com,+91-17430-40256,Jaipur,20/10/2024,Frequent Orderer,False,No
SWGY11884,Kabir Reddy,kabir.reddy492@gmail.com,2797176350,kolkata,2025-04-29,Frequent Orderer,False,
SWGY11885,Reyansh Pillai,,67622 70254,Jaipur,12/02/2025,Churned,False,N
SWGY11886,Riya Gupta,riya.gupta130@outlook.com,4678203690,Pune,04/11/2024,Frequent Orderer,False,1
SWGY11887,Vivaan Nair,vivaan.nair483@yahoo.com,,Kolkata,06/08/2023,Frequent Orderer,True,N
SWGY11888,Priya Nair,priya.nair709@gmail.co,,Chennai,08/11/2023,Swiggy One Member,True,No
SWGY11889,Sai Malhotra,sai.malhotra795@gmail.co,+91-86455-52615,Bengaluru,06/05/2024,Frequent Orderer,False,Yes
SWGY11890,Priya Das,priya.das161@hotmail.com,(086) 874-4123, Ahmedabad ,06-09-2024,Churned,True,Y
SWGY11891,Divya Khan,divya.khan253@outlook.com,0625515179,nellore,2024-07-11,,True,N
SWGY11892,Pari Malhotra,pari.malhotra466@yahoo.com,45801 97621,chennai,23/01/2025,Frequent Orderer,True,No
SWGY11893,Saanvi Rao,saanvi.rao938@gmail.co,+91-32224-70810,ahmedabad,06-20-2024,New,False,No
SWGY11894,Reyansh Pillai,,4374812681,JAIPUR,2024-08-27,New,False,Yes
SWGY11895,Anika Sharma,anika.sharma894@gmail.com,(808) 140-3340,Pune,11-09-2024,Swiggy One Member,True,No
SWGY11896,Karthik Verma,karthik.verma657@hotmail.com,, Pune ,06-20-2024,Churned,False,yes
SWGY11897,Aadhya Sharma,aadhya.sharma902@outlook.com,76428 12598, Lucknow ,2023-10-19,Churned,True,Yes
SWGY11898,Myra Rao,,, Vijayawada ,03/11/2024,Dormant,False,0
SWGY11899,Sneha Das,sneha.das882@hotmail.com,913049950438, Gurugram ,01/10/2023,Dormant,False,No
SWGY11900,Saanvi Rao,saanvi.rao742@hotmail.com,,pune,2023-07-11,Swiggy One Member,True,Y
SWGY11901,Aadhya Reddy,aadhya.reddy835@outlook.com,58618 05839,lucknow,2024-01-09,Swiggy One Member,True,N
SWGY11902,Diya Rao,diya.rao544@outlook.com,918192069656,AHMEDABAD,2024-03-12,Dormant,False,1
SWGY11903,Sneha Shetty,sneha.shetty246@gmail.co,,kolkata,24/10/2023,Churned,False,
SWGY11904,Vikram Bose,,(017) 710-6294,Noida,2023-07-04,New,False,0
SWGY11905,Sneha Pillai,sneha.pillai285@gmail.com,4391032318,,29/02/2024,Frequent Orderer,False,Yes
SWGY11906,Nikhil Mehta,nikhil.mehta662@yahoo.com,,,03-17-2025,Frequent Orderer,False,Y
SWGY11907,Saanvi Sharma,saanvi.sharma729@gmail.co,915334225393,KOCHI,2023-08-26,,True,yes
SWGY11908,Arjun Das,arjun.das259@outlook.com,(502) 188-5211,lucknow,17/10/2024,Frequent Orderer,False,Yes
SWGY11909,Sai Chatterjee,sai.chatterjee548@gmail.co,(842) 047-5983,hyderabad,25/11/2024,Frequent Orderer,False,
SWGY11910,Vivaan Chatterjee,vivaan.chatterjee182@hotmail.com,(202) 546-1679, Vijayawada ,05-19-2025,Churned,False,
SWGY11911,Rohan Joshi,rohan.joshi530@gmail.co,,Nellore,2025-04-11,Dormant,False,1
SWGY11912,Priya Joshi,priya.joshi90@hotmail.com,3779626389,delhi,22/01/2024,Churned,False,
SWGY11913,Sneha Joshi,SNEHA.JOSHI830@YAHOO.COM,918100142866,Vijayawada,27/08/2023,Dormant,False,Y
SWGY11914,Ananya Gupta,ananya.gupta597@gmail.com,, Pune ,2024-10-13,Frequent Orderer,False,yes
SWGY11915,Reyansh Nair,reyansh.nair709@hotmail.com,6529483051,Gurugram,04-20-2025,Dormant,False,
SWGY11916,Arjun Khan,arjun.khan263@yahoo.com,35367 57777,mumbai,12-02-2023,Swiggy One Member,True,Y
SWGY11917,Saanvi Khan,saanvi.khan307@hotmail.com,+91-14077-12806,Nellore,06/10/2024,Frequent Orderer,False,yes
SWGY11918,Saanvi Chatterjee,saanvi.chatterjee685@outlook.com,,LUCKNOW,05-25-2025,Churned,False,Yes
SWGY11919,Kabir Iyer,kabir.iyer381@yahoo.com,+91-58767-35078,Pune,12-19-2023,Frequent Orderer,False,
SWGY11920,Reyansh Malhotra,reyansh.malhotra473@gmail.co,,JAIPUR,2024-01-16,Swiggy One Member,True,0
SWGY11921,Reyansh Joshi,reyansh.joshi595@gmail.com,1956630063,PUNE,07-08-2024,Swiggy One Member,True,No
SWGY11922,Neha Verma,neha.verma474@gmail.com,(811) 353-7396,PUNE,26/04/2025,New,False,Y
SWGY11923,Rahul Shetty,rahul.shetty714@gmail.com,4899071299,Pune,15/01/2025,Dormant,False,yes
SWGY11924,Karthik Bose,karthik.bose223@gmail.com,+91-26893-74602,DELHI,02/10/2024,New,False,yes
SWGY11925,Aditya Das,aditya.das70@hotmail.com,915195617655,GURUGRAM,2024-10-06,New,False,N
SWGY11926,Karthik Das,karthik.das503@gmail.com,(630) 228-2933,PUNE,10-11-2023,Swiggy One Member,True,
SWGY11927,Anika Shetty,anika.shetty928@hotmail.com,,gurugram,15/09/2023,Frequent Orderer,False,Yes
SWGY11928,Myra Iyer,myra.iyer126@hotmail.com,+91-08808-75645,lucknow,11-14-2024,Frequent Orderer,False,No
SWGY11929,Rohan Sharma,rohan.sharma570@gmail.co,, Pune ,24/11/2024,New,True,N
SWGY11930,Vikram Chatterjee,vikram.chatterjee225@yahoo.com,77496 33792, Kochi ,2025-03-11,Frequent Orderer,False,No
SWGY11931,Ira Gupta,ira.gupta908@gmail.co,(505) 219-4050, Pune ,2023-06-01,New,False,0
SWGY11932,Aarav Shetty,aarav.shetty78@outlook.com,919773660985,Gurugram,03-18-2025,Swiggy One Member,True,No
SWGY11933,Myra Menon,myra.menon662@hotmail.com,,gurugram,24/01/2024,Frequent Orderer,False,yes
SWGY11934,Neha Shetty,neha.shetty328@yahoo.com,47774 37212,lucknow,07-04-2024,New,False,
SWGY11935,Myra Das,myra.das562@hotmail.com,+91-75579-83229,Kolkata,2023-08-14,,False,1
SWGY11936,Riya Sharma,riya.sharma330@hotmail.com,0591934424,PUNE,03-20-2024,,True,
SWGY11937,Ishaan Iyer,ishaan.iyer794@gmail.co,913535975980, Hyderabad ,2025-02-14,Frequent Orderer,False,Y
SWGY11938,Priya Reddy,priya.reddy783@outlook.com,8827376309, Vijayawada ,2024-07-18,Churned,False,N
SWGY11939,Pooja Mehta,pooja.mehta511@hotmail.com,5004450729,NOIDA,06-29-2024,Frequent Orderer,False,Yes
SWGY11940,Sneha Gupta,sneha.gupta707@yahoo.com,912782546305,bengaluru,08-26-2024,,True,No
SWGY11941,Priya Das,priya.das599@hotmail.com,917245819870,kolkata,2024-10-24,New,False,
SWGY11942,Ananya Khan,,5972683950,Kochi,23/12/2023,Swiggy One Member,True,No
SWGY11943,Neha Patel,neha.patel799@yahoo.com,(568) 387-0278,NOIDA,17/07/2023,Frequent Orderer,False,Y
SWGY11944,Ishaan Menon,ISHAAN.MENON491@YAHOO.COM,916390858306,jaipur,01-08-2025,New,True,N
SWGY11945,Pooja Mehta,pooja.mehta549@gmail.co,60677 55957,kochi,10/11/2024,Churned,False,No
SWGY11946,Neha Sharma,neha.sharma922@yahoo.com,+91-04025-89881,pune,16/03/2025,Swiggy One Member,True,
SWGY11947,Arjun Patel,arjun.patel645@yahoo.com,,pune,10-09-2024,Frequent Orderer,False,N
SWGY11948,Ishaan Chatterjee,ishaan.chatterjee785@gmail.com,+91-56613-40475,Kolkata,2023-06-15,Swiggy One Member,True,yes
SWGY11949,Ananya Bose,ANANYA.BOSE642@GMAIL.CO,9906494935,chennai,07-05-2023,Churned,False,Yes
SWGY11950,Divya Singh,divya.singh499@yahoo.com,(455) 817-0833,Kochi,02/04/2025,Frequent Orderer,False,Y
SWGY11951,Ayaan Rao,ayaan.rao417@gmail.co,, Ahmedabad ,13/03/2025,Dormant,False,Y
SWGY11952,Vikram Khan,vikram.khan449@gmail.com,8731709816,Mumbai,2024-04-04,New,False,Yes
SWGY11953,Sai Bose,sai.bose563@gmail.com,,Chennai,2024-06-23,Swiggy One Member,True,1
SWGY11954,Sai Mehta,sai.mehta177@yahoo.com,+91-95794-74508, Mumbai ,2023-10-09,Frequent Orderer,False,
SWGY11955,Nikhil Singh,nikhil.singh956@gmail.co,+91-42614-47165,ahmedabad,12/01/2024,New,False,No
SWGY11956,Diya Nair,diya.nair758@yahoo.com,916945419137,Kolkata,23/02/2024,Frequent Orderer,False,
SWGY11957,Vikram Mehta,vikram.mehta828@yahoo.com,(965) 242-7607,Delhi,22/06/2023,Swiggy One Member,True,0
SWGY11958,Ayaan Rao,ayaan.rao290@yahoo.com,915618326213,bengaluru,2023-11-22,Frequent Orderer,False,1
SWGY11959,Diya Gupta,diya.gupta953@yahoo.com,915275056880,noida,06-10-2023,Swiggy One Member,True,Y
SWGY11960,Karthik Sharma,karthik.sharma315@gmail.com,29378 13267, Gurugram ,2023-11-08,Frequent Orderer,False,N
SWGY11961,Arjun Mehta,arjun.mehta445@hotmail.com,918819468774,DELHI,09-02-2024,Frequent Orderer,False,yes
SWGY11962,Ayaan Shetty,ayaan.shetty653@gmail.co,6684905366,VIJAYAWADA,2023-12-16,,False,Yes
SWGY11963,Kabir Gupta,kabir.gupta110@gmail.co,05340 38833,Kolkata,10-05-2023,Churned,False,1
SWGY11964,Neha Reddy,neha.reddy12@yahoo.com,28019 38895,Nellore,2023-06-17,New,False,1
SWGY11965,Ayaan Singh,ayaan.singh497@yahoo.com,15910 66086,VIJAYAWADA,10-08-2024,Swiggy One Member,True,0
SWGY11966,Diya Verma,diya.verma669@yahoo.com,4789225182,Chennai,2024-07-11,New,False,1
SWGY11967,Vivaan Mehta,vivaan.mehta888@gmail.co,919706298109, Delhi ,08-06-2023,New,False,1
SWGY11968,Reyansh Mehta,reyansh.mehta220@gmail.co,+91-68214-07373, Nellore ,2024-07-10,Frequent Orderer,False,yes
SWGY11969,Rahul Patel,rahul.patel159@gmail.com,(562) 607-0247,vijayawada,06-19-2023,New,True,
SWGY11970,Ira Malhotra,ira.malhotra173@gmail.co,,JAIPUR,29/11/2024,Dormant,False,yes
SWGY11971,Vivaan Reddy,vivaan.reddy564@outlook.com,(543) 188-6459, Chennai ,01-27-2025,Swiggy One Member,True,Yes
SWGY11972,Vivaan Kapoor,vivaan.kapoor277@gmail.co,(698) 375-5504,NOIDA,03-06-2025,Dormant,False,
SWGY11973,Diya Verma,diya.verma56@yahoo.com,21135 98043,BENGALURU,2024-10-24,Dormant,False,1
SWGY11974,Sneha Mehta,,+91-93352-06226,VIJAYAWADA,2024-08-04,Frequent Orderer,True,0
SWGY11975,Priya Rao,priya.rao389@gmail.com,918231017171,delhi,30/06/2024,Frequent Orderer,False,
SWGY11976,Divya Rao,divya.rao371@gmail.com,,bengaluru,05-08-2024,Dormant,False,1
SWGY11977,Aditya Kapoor,aditya.kapoor668@gmail.com,+91-28671-06656,KOCHI,16/08/2024,Frequent Orderer,False,Y
SWGY11978,Kabir Das,kabir.das594@gmail.com,,lucknow,2024-08-30,Frequent Orderer,False,0
SWGY11979,Ishaan Khan,ishaan.khan865@hotmail.com,+91-16831-71511,nellore,2024-09-18,Churned,False,yes
SWGY11980,Ishaan Nair,ishaan.nair313@gmail.co,,chennai,19/05/2025,Dormant,False,1
SWGY11981,Rohan Verma,rohan.verma8@gmail.com,+91-17617-06130,Nellore,05-26-2024,Frequent Orderer,False,Y
SWGY11982,Myra Patel,myra.patel849@gmail.com,+91-03579-65640,Nellore,01-13-2024,Dormant,False,No
SWGY11983,Sneha Khan,sneha.khan895@gmail.co,,,2023-10-11,Dormant,False,yes
SWGY11984,Nikhil Kapoor,nikhil.kapoor148@outlook.com,8223064211,pune,25/03/2024,Swiggy One Member,True,Yes
SWGY11985,Sai Malhotra,,66521 74645,KOCHI,2025-02-01,Dormant,True,0
SWGY11986,Rahul Rao,rahul.rao842@outlook.com,913713463107,Vijayawada,04-18-2024,New,True,
SWGY11987,Navya Mehta,navya.mehta115@hotmail.com,8304154474,VIJAYAWADA,2025-05-01,Dormant,False,yes
SWGY11988,Karthik Singh,karthik.singh443@hotmail.com,+91-16852-53175,pune,2025-04-01,Dormant,False,N
SWGY11989,Pari Sharma,pari.sharma714@gmail.co,(095) 290-5509, Mumbai ,09-27-2023,Frequent Orderer,False,Y
SWGY11990,Anika Gupta,anika.gupta51@gmail.co,(992) 416-1195,Nellore,02-29-2024,Frequent Orderer,False,0
SWGY11991,Reyansh Kapoor,reyansh.kapoor546@gmail.com,,NELLORE,2025-03-23,Dormant,False,N
SWGY11992,Sai Gupta,,(561) 627-1413,DELHI,03/05/2024,Frequent Orderer,False,
SWGY11993,Kabir Iyer,kabir.iyer502@outlook.com,14209 42079, Hyderabad ,19/04/2024,Swiggy One Member,True,No
SWGY11994,Diya Malhotra,diya.malhotra147@outlook.com,5925309558, Gurugram ,08-07-2023,Swiggy One Member,True,N
SWGY11995,Saanvi Menon,saanvi.menon153@yahoo.com,+91-16129-21351,,2023-12-04,Frequent Orderer,False,N
SWGY11996,Vivaan Reddy,vivaan.reddy46@yahoo.com,69484 12322,BENGALURU,2024-09-29,Frequent Orderer,False,Yes
SWGY11997,Navya Kapoor,navya.kapoor721@gmail.co,919439137085, Kochi ,02-11-2024,Swiggy One Member,True,N
SWGY11998,Pari Shetty,pari.shetty970@hotmail.com,+91-60809-93715,DELHI,2023-10-05,Frequent Orderer,False,
SWGY11999,Vikram Bose,vikram.bose824@yahoo.com,3747381133,Chennai,03-03-2024,Dormant,False,yes
SWGY12000,Riya Rao,riya.rao451@gmail.co,(005) 355-8823,Kolkata,11-21-2023,Frequent Orderer,False,No
SWGY12001,Rahul Malhotra,rahul.malhotra668@yahoo.com,(502) 847-7982, Bengaluru ,04-14-2025,Swiggy One Member,True,1
SWGY12002,Sai Joshi,sai.joshi871@yahoo.com,07066 67063,Mumbai,2024-06-15,Frequent Orderer,False,No
SWGY12003,Karthik Mehta,KARTHIK.MEHTA346@YAHOO.COM,913731340377,Jaipur,04/09/2023,Churned,False,Yes
SWGY12004,Rahul Patel,rahul.patel425@gmail.com,,Gurugram,06/01/2025,Swiggy One Member,True,Y
SWGY12005,Vikram Rao,vikram.rao955@gmail.co,,GURUGRAM,10/05/2025,,False,
SWGY12006,Ira Reddy,ira.reddy766@gmail.com,917890355081, Delhi ,06-25-2023,Dormant,False,yes
SWGY12007,Ayaan Khan,ayaan.khan714@hotmail.com,(744) 205-4051,kolkata,30/04/2024,Churned,False,
SWGY12008,Neha Rao,neha.rao662@gmail.co,+91-99300-13414,bengaluru,12-29-2024,Dormant,True,Yes
SWGY12009,Saanvi Kapoor,saanvi.kapoor977@gmail.co,, Bengaluru ,05/01/2025,New,False,1
SWGY12010,Ayaan Shetty,ayaan.shetty750@hotmail.com,, Gurugram ,29/06/2024,Swiggy One Member,True,Y
SWGY12011,Ananya Joshi,ananya.joshi482@hotmail.com,+91-11812-16525,Kolkata,01/08/2023,New,True,1
SWGY12012,Ira Sharma,ira.sharma859@gmail.com,,CHENNAI,2024-02-02,New,False,N
SWGY12013,Ishaan Pillai,ishaan.pillai385@gmail.com,,gurugram,07-16-2024,,False,yes
SWGY12014,Aditya Bose,aditya.bose877@yahoo.com,+91-24479-29759,hyderabad,07/12/2023,Frequent Orderer,False,yes
SWGY12015,Aarav Sharma,aarav.sharma558@outlook.com,39248 87807, Vijayawada ,07/04/2025,Frequent Orderer,False,
SWGY12016,Aadhya Rao,aadhya.rao330@yahoo.com,912519187162, Noida ,06/01/2025,Frequent Orderer,False,
SWGY12017,Aadhya Joshi,aadhya.joshi59@hotmail.com,,KOLKATA,2024-08-09,Swiggy One Member,True,
SWGY12018,Aadhya Pillai,aadhya.pillai771@gmail.co,(105) 639-6704, Gurugram ,16/06/2023,Swiggy One Member,True,
SWGY12019,Divya Reddy,divya.reddy968@gmail.com,,chennai,05/07/2023,Frequent Orderer,False,1
SWGY12020,Arjun Das,arjun.das957@hotmail.com,+91-55766-33542,kolkata,2025-03-07,New,False,1
SWGY12021,Kabir Sharma,kabir.sharma541@yahoo.com,, Ahmedabad ,03/09/2024,New,False,Yes
SWGY12022,Sai Mehta,sai.mehta192@gmail.co,4482943500, Lucknow ,2024-08-07,Dormant,False,0
SWGY12023,Diya Singh,diya.singh143@outlook.com,(649) 191-6369,Gurugram,10-20-2024,Dormant,False,
SWGY12024,Neha Nair,neha.nair76@outlook.com,,Pune,2025-02-11,New,True,No
SWGY12025,Kabir Patel,kabir.patel970@gmail.co,+91-26924-94180, Kochi ,04-11-2024,Dormant,False,1
SWGY12026,Divya Shetty,divya.shetty308@gmail.co,(031) 182-8791, Vijayawada ,29/09/2023,New,False,1
SWGY12027,Ishaan Gupta,ishaan.gupta834@gmail.com,96669 42394,AHMEDABAD,10-27-2023,New,False,
SWGY12028,Diya Menon,diya.menon249@gmail.co,34850 30277,Lucknow,10/11/2023,Swiggy One Member,True,N
SWGY12029,Vikram Gupta,vikram.gupta203@yahoo.com,919924483726, Kolkata ,11-10-2023,Frequent Orderer,False,
SWGY12030,Riya Singh,,912867287747, Jaipur ,11-04-2024,Dormant,False,No
SWGY12031,Vivaan Menon,vivaan.menon612@gmail.co,+91-65241-57318,BENGALURU,2024-08-27,Frequent Orderer,False,yes
SWGY12032,Aarav Rao,aarav.rao71@yahoo.com,+91-43370-26578,mumbai,05-22-2025,,False,0
SWGY12033,Sai Das,sai.das65@gmail.com,1584567313,Pune,07-01-2023,New,False,Yes
SWGY12034,Priya Gupta,priya.gupta974@gmail.co,07302 17373, Ahmedabad ,05-10-2025,Frequent Orderer,False,Yes
SWGY12035,Aditya Sharma,aditya.sharma161@gmail.com,918922400613, Mumbai ,07/04/2025,Dormant,False,yes
SWGY12036,Pooja Pillai,pooja.pillai88@outlook.com,(804) 711-8004,Kolkata,2024-07-17,New,False,1
SWGY12037,Priya Singh,priya.singh991@gmail.co,2769347796,Lucknow,11/08/2023,Dormant,False,yes
SWGY12038,Divya Malhotra,divya.malhotra858@outlook.com,, Noida ,06/05/2024,Frequent Orderer,False,yes
SWGY12039,Nikhil Reddy,nikhil.reddy119@outlook.com,(160) 580-1975, Jaipur ,2024-11-12,New,False,Y
SWGY12040,Saanvi Kapoor,saanvi.kapoor269@outlook.com,911442942670,,12-13-2024,Frequent Orderer,False,1
SWGY12041,Pooja Verma,pooja.verma674@gmail.co,+91-26849-70424, Mumbai ,05-02-2024,Dormant,False,No
SWGY12042,Krishna Iyer,krishna.iyer450@gmail.com,918143659723, Noida ,06/06/2023,Frequent Orderer,False,0
SWGY12043,Priya Reddy,priya.reddy86@outlook.com,7601751800, Ahmedabad ,07-19-2023,Frequent Orderer,False,yes
SWGY12044,Reyansh Malhotra,reyansh.malhotra439@gmail.co,06672 19228,chennai,06-11-2024,Frequent Orderer,False,No
SWGY12045,Ayaan Patel,ayaan.patel372@yahoo.com,,Bengaluru,03-12-2025,Swiggy One Member,True,No
SWGY12046,Reyansh Verma,reyansh.verma294@gmail.co,69880 12256,Pune,01-28-2025,Swiggy One Member,True,N
SWGY12047,Aadhya Reddy,aadhya.reddy503@gmail.com,916206370355,jaipur,06-15-2023,Dormant,False,No
SWGY12048,Ananya Reddy,ananya.reddy424@yahoo.com,6586360253, Kolkata ,2024-08-22,Dormant,False,Y
SWGY12049,Neha Verma,neha.verma825@hotmail.com,, Vijayawada ,2023-10-30,New,False,N
SWGY12050,Rohan Menon,rohan.menon448@gmail.co,+91-48439-30046,LUCKNOW,09-29-2023,Dormant,False,1
SWGY12051,Vikram Mehta,vikram.mehta975@gmail.co,6493759044,Bengaluru,05-26-2025,Swiggy One Member,True,1
SWGY12052,Priya Bose,priya.bose671@hotmail.com,,,2024-02-04,New,False,1
SWGY12053,Divya Kapoor,divya.kapoor1@hotmail.com,7406282850,PUNE,01/04/2024,Frequent Orderer,False,1
SWGY12054,Sai Nair,sai.nair370@gmail.com,, Bengaluru ,06-14-2024,Swiggy One Member,True,1
SWGY12055,Aarav Das,aarav.das899@hotmail.com,1805141200,mumbai,12-31-2023,,False,Yes
SWGY12056,Ayaan Das,,9268994738,MUMBAI,2024-05-05,Frequent Orderer,False,Y
SWGY12057,Sneha Das,sneha.das53@outlook.com,916071241373,delhi,12-26-2023,Swiggy One Member,True,No
SWGY12058,Arjun Khan,arjun.khan399@hotmail.com,,nellore,11/08/2023,Swiggy One Member,True,0
SWGY12059,Navya Reddy,navya.reddy939@outlook.com,31879 89763,Pune,2023-07-03,Dormant,False,N
SWGY12060,Aarav Rao,aarav.rao647@yahoo.com,(960) 250-9270,Delhi,2024-01-02,Frequent Orderer,False,yes
SWGY12061,Sai Bose,sai.bose42@gmail.co,60275 78966, Lucknow ,08-19-2024,Churned,False,Yes
SWGY12062,Diya Patel,diya.patel794@hotmail.com,912330970199,GURUGRAM,16/12/2023,Swiggy One Member,True,
SWGY12063,Pari Verma,pari.verma406@yahoo.com,9863678281, Ahmedabad ,2025-05-04,Frequent Orderer,True,Yes
SWGY12064,Saanvi Chatterjee,saanvi.chatterjee897@yahoo.com,+91-04252-84658, Noida ,10-29-2024,Swiggy One Member,True,No
SWGY12065,Sneha Joshi,sneha.joshi625@gmail.co,917031080834,Vijayawada,10-16-2023,New,False,1
SWGY12066,Nikhil Rao,nikhil.rao840@outlook.com,8334658672,Chennai,2024-11-25,Churned,False,No
SWGY12067,Kabir Gupta,kabir.gupta433@gmail.co,+91-59974-30878,AHMEDABAD,29/10/2024,Swiggy One Member,True,Y
SWGY12068,Divya Khan,divya.khan896@hotmail.com,04155 78137,Jaipur,02/02/2024,Frequent Orderer,False,Y
SWGY12069,Ishaan Kapoor,ishaan.kapoor617@outlook.com,(433) 178-2730,,12/05/2024,Frequent Orderer,False,0
SWGY12070,Arjun Verma,arjun.verma281@gmail.co,910157746621, Nellore ,04-12-2024,Dormant,False,1
SWGY12071,Vikram Mehta,vikram.mehta308@yahoo.com,8667292990,,2025-03-08,New,False,0
SWGY12072,Pari Shetty,pari.shetty793@outlook.com,918273868833,CHENNAI,2023-07-15,Frequent Orderer,True,0
SWGY12073,Arjun Iyer,arjun.iyer432@yahoo.com,+91-61035-65748,pune,2025-03-24,Dormant,False,
SWGY12074,Rohan Gupta,rohan.gupta493@yahoo.com,,,04-08-2024,Dormant,False,0
SWGY12075,Aditya Menon,aditya.menon7@gmail.com,+91-66595-45430,Vijayawada,08/07/2023,Swiggy One Member,True,yes
SWGY12076,Pooja Chatterjee,,+91-05225-89873, Delhi ,2025-04-01,Dormant,False,Y
SWGY12077,Ishaan Mehta,ishaan.mehta109@gmail.com,,KOLKATA,17/06/2024,Dormant,False,Yes
SWGY12078,Aarav Mehta,,(946) 526-5053, Chennai ,28/11/2023,New,False,yes
SWGY12079,Aditya Gupta,aditya.gupta361@yahoo.com,,KOLKATA,2023-06-16,New,False,yes
SWGY12080,Priya Gupta,priya.gupta543@yahoo.com,0164303297,ahmedabad,18/05/2024,Dormant,False,yes
SWGY12081,Sai Singh,sai.singh696@gmail.co,917404772464, Kochi ,2023-10-27,Swiggy One Member,True,N
SWGY12082,Sneha Menon,SNEHA.MENON812@GMAIL.COM,919978442982,MUMBAI,2024-12-28,Dormant,False,0
SWGY12083,Rohan Rao,rohan.rao358@hotmail.com,910248910557,Delhi,03/10/2023,,False,yes
SWGY12084,Sai Rao,sai.rao151@yahoo.com,,AHMEDABAD,05-25-2024,Dormant,False,1
SWGY12085,Ira Menon,ira.menon939@outlook.com,+91-90731-28211,HYDERABAD,26/04/2024,,False,yes
SWGY12086,Rohan Iyer,rohan.iyer508@hotmail.com,,mumbai,04-06-2025,Frequent Orderer,False,Yes
