customer_id,full_name,email,city,segment,swiggy_one_member,phone,marketing_opt_in,signup_date
SWGY15961,Diya Shetty,diya.shetty964@hotmail.com,Nellore,New,False,,True,2024-07-07
SWGY12023,Diya Singh,diya.singh143@outlook.com,Gurugram,Dormant,False,+916491916369,False,2024-10-20
SWGY14435,Diya Singh,diya.singh156@outlook.com,Chennai,Frequent Orderer,False,,True,2024-08-03
SWGY15652,Diya Singh,diya.singh302@gmail.co,Hyderabad,Swiggy One Member,True,+911384177411,False,2025-05-10
SWGY11220,Diya Singh,diya.singh322@gmail.co,Kochi,Unclassified,False,+916487849622,True,2024-02-10
SWGY11802,Diya Singh,diya.singh465@hotmail.com,Pune,Dormant,False,,False,2023-11-09
SWGY14718,Diya Singh,diya.singh467@hotmail.com,Ahmedabad,New,False,,False,2023-09-03
SWGY10893,Diya Singh,diya.singh47@outlook.com,Lucknow,Swiggy One Member,True,+910067990069,False,2024-06-17
SWGY10070,Diya Singh,diya.singh547@yahoo.com,Gurugram,Frequent Orderer,False,+917359774688,True,2025-02-15
SWGY14432,Diya Singh,diya.singh584@yahoo.com,,Frequent Orderer,False,,True,2024-03-27
SWGY13665,Diya Singh,diya.singh653@gmail.com,Hyderabad,Swiggy One Member,True,+915332433506,False,2024-05-25
SWGY11182,Diya Singh,diya.singh672@yahoo.com,Ahmedabad,New,False,+911030737260,False,2024-10-25
SWGY15996,Diya Singh,diya.singh805@outlook.com,Lucknow,New,False,,True,2023-10-23
SWGY14085,Diya Singh,diya.singh874@gmail.co,Ahmedabad,Frequent Orderer,False,+918877578735,False,2024-01-23
SWGY13673X,Diya Singh,diya.singh921@yahoo.com,Mumbai,Swiggy One Member,True,+917043107722,True,2024-03-04
SWGY11116,Diya Verma,diya.verma273@gmail.com,Delhi,Unclassified,True,,True,2024-11-25
SWGY12861,Diya Verma,diya.verma343@gmail.com,Nellore,Unclassified,True,+910420473087,True,2024-04-03
SWGY13345,Diya Verma,diya.verma354@outlook.com,Kolkata,New,False,+916965148268,True,2024-03-30
SWGY15353,Diya Verma,diya.verma533@gmail.com,Gurugram,Dormant,False,,False,2023-06-21
SWGY11973,Diya Verma,diya.verma56@yahoo.com,Bengaluru,Dormant,False,+912113598043,True,2024-10-24
SWGY12682,Diya Verma,diya.verma581@yahoo.com,Lucknow,New,False,,True,2025-02-10
SWGY15691,Diya Verma,diya.verma661@gmail.com,Chennai,Swiggy One Member,True,+915092068607,False,2024-08-27
SWGY11966,Diya Verma,diya.verma669@yahoo.com,Chennai,New,False,+914789225182,True,2024-07-11
SWGY15963,Diya Verma,diya.verma818@gmail.com,Kolkata,Dormant,True,,True,2023-07-25
SWGY14344,Diya Verma,diya.verma840@gmail.co,Chennai,Frequent Orderer,False,+917131240132,False,2024-06-24
SWGY10465,Diya Verma,diya.verma858@hotmail.com,Jaipur,Swiggy One Member,True,+910252131096,True,2023-09-17
SWGY13540,Diya Verma,diya.verma922@hotmail.com,Bengaluru,Churned,False,+910510341594,False,2024-11-21
SWGY10328,Diya Verma,diya.verma933@gmail.com,Ahmedabad,Frequent Orderer,False,+911520850769,True,2024-02-06
SWGY15011,Ira Bose,ira.bose153@gmail.co,Delhi,Churned,False,+914863987715,True,2024-07-11
SWGY14110,Ira Bose,ira.bose158@outlook.com,Gurugram,New,False,+916809634893,True,2024-01-27
SWGY10522,Ira Bose,ira.bose258@gmail.co,Pune,Frequent Orderer,False,+911241893898,True,2023-06-24
SWGY13135,Ira Bose,ira.bose377@yahoo.com,Hyderabad,New,False,+919397252056,False,2025-03-09
SWGY13918,Ira Bose,ira.bose529@yahoo.com,Nellore,Frequent Orderer,False,,True,2024-04-28
SWGY15165,Ira Bose,ira.bose569@gmail.co,Lucknow,Frequent Orderer,False,+919158147457,True,2025-05-04
SWGY14949,Ira Bose,ira.bose722@outlook.com,Bengaluru,New,False,,False,2024-09-03
SWGY12372,Ira Bose,ira.bose741@yahoo.com,,Frequent Orderer,False,+914452275942,True,2023-08-03
SWGY10191,Ira Bose,ira.bose804@outlook.com,Noida,Dormant,False,+910666580043,True,2024-01-16
SWGY12314,Ira Bose,ira.bose902@gmail.co,Nellore,Swiggy One Member,True,+911822479224,False,2025-01-12
SWGY10852,Ira Bose,ira.bose980@gmail.com,Vijayawada,Swiggy One Member,True,+917821417468,True,2024-12-11
SWGY15435,Ira Chatterjee,ira.chatterjee36@gmail.com,Lucknow,New,False,+915115385360,False,2024-05-21
SWGY12941,Ira Chatterjee,ira.chatterjee439@gmail.co,Chennai,New,False,+911782961473,True,2025-04-18
SWGY14287,Ira Chatterjee,ira.chatterjee856@gmail.com,Kochi,Dormant,False,+918344920731,False,2024-07-13
SWGY13559,Ira Das,ira.das268@gmail.co,Jaipur,Dormant,False,+919360425990,False,2025-04-14
SWGY14681,Ira Das,ira.das370@gmail.co,Kolkata,Frequent Orderer,False,+915813666188,False,2023-06-29
SWGY14190,Ira Das,ira.das489@yahoo.com,Vijayawada,Swiggy One Member,True,,True,2023-12-21
SWGY11533,Ira Das,ira.das590@outlook.com,Chennai,Swiggy One Member,True,+911756275280,False,2024-03-18
SWGY11125,Ira Das,ira.das707@hotmail.com,Kolkata,Frequent Orderer,False,+913239644028,True,2024-10-13
SWGY10920,Ira Das,ira.das739@gmail.com,Pune,New,False,+912973525953,True,2025-05-27
SWGY11455,Ira Das,ira.das837@outlook.com,Bengaluru,New,False,+916277888260,True,2023-09-18
SWGY12237,Ira Das,ira.das858@outlook.com,Kochi,Swiggy One Member,True,+917476308357,False,2024-09-27
SWGY13592,Ira Das,ira.das941@gmail.com,Mumbai,New,False,+912227615842,False,2023-08-11
SWGY10198,Ira Gupta,ira.gupta161@hotmail.com,Chennai,Frequent Orderer,True,+916842450882,False,2024-08-22
SWGY12857,Ira Gupta,ira.gupta300@yahoo.com,Pune,Churned,False,+917923410242,False,2024-08-23
SWGY11631,Ira Gupta,ira.gupta416@outlook.com,Mumbai,Frequent Orderer,False,+919333963790,False,2023-09-19
SWGY10082,Ira Gupta,ira.gupta421@gmail.co,Mumbai,Frequent Orderer,False,,False,2024-04-12
SWGY15040,Ira Gupta,ira.gupta553@hotmail.com,,Dormant,False,+911607223897,True,2024-08-16
SWGY13687,Ira Gupta,ira.gupta597@gmail.com,Bengaluru,New,False,+911990739488,False,2023-09-20
SWGY13342,Ira Gupta,ira.gupta629@gmail.co,Bengaluru,Swiggy One Member,True,+912485515703,False,2024-09-24
SWGY10981,Ira Gupta,ira.gupta653@gmail.com,Gurugram,New,False,,True,2023-08-08
SWGY10716,Ira Gupta,ira.gupta798@gmail.co,Mumbai,Frequent Orderer,False,+915228230524,True,2023-09-12
SWGY14914,Ira Gupta,ira.gupta89@gmail.com,Delhi,Dormant,False,+913012155001,True,2025-01-16
SWGY11931,Ira Gupta,ira.gupta908@gmail.co,Pune,New,False,+915052194050,False,2023-06-01
SWGY14587,Ira Gupta,ira.gupta933@gmail.co,Pune,Unclassified,False,+914572998726,False,2025-01-26
SWGY11787,Ira Gupta,ira.gupta995@yahoo.com,Nellore,Frequent Orderer,False,+915334062016,True,2024-12-18
SWGY13632,Ira Iyer,ira.iyer213@outlook.com,Lucknow,Swiggy One Member,True,,False,2024-11-11
SWGY15891,Ira Iyer,ira.iyer253@hotmail.com,Kolkata,New,False,+918276093980,True,2023-12-30
SWGY13608,Ira Iyer,ira.iyer25@outlook.com,Gurugram,Dormant,False,+914087981736,True,2024-09-11
SWGY15007,Ira Iyer,ira.iyer38@gmail.com,Nellore,Swiggy One Member,True,+915085691875,True,2024-11-07
SWGY12263X,Ira Iyer,ira.iyer503@yahoo.com,Gurugram,New,False,+914571955496,True,2024-12-25
SWGY13058,Ira Iyer,ira.iyer674@gmail.co,Vijayawada,Frequent Orderer,False,+914560318686,True,2024-03-29
SWGY12063X,Ira Iyer,ira.iyer816@yahoo.com,Nellore,Frequent Orderer,False,+918248580257,False,2024-09-10
SWGY10017,Ira Iyer,ira.iyer903@gmail.co,Lucknow,Dormant,False,+915634216073,True,2024-01-29
SWGY13260,Ira Joshi,ira.joshi218@hotmail.com,Hyderabad,Dormant,False,+919312904428,False,2023-09-29
SWGY13065,Ira Joshi,ira.joshi291@outlook.com,Gurugram,New,False,+915542205487,False,2023-07-05
SWGY11305,Ira Joshi,ira.joshi537@outlook.com,Lucknow,New,False,,False,2023-08-24
SWGY10875,Ira Joshi,ira.joshi572@hotmail.com,Kochi,Swiggy One Member,True,+919178791505,True,2023-06-16
SWGY15739,Ira Joshi,ira.joshi625@gmail.co,Gurugram,Dormant,False,+911371091075,True,2025-05-11
SWGY13794,Ira Joshi,ira.joshi630@outlook.com,Hyderabad,Dormant,False,,True,2025-05-02
SWGY15604,Ira Joshi,ira.joshi698@outlook.com,Gurugram,Frequent Orderer,False,+912272449119,True,2024-08-25
SWGY13801,Ira Joshi,ira.joshi737@yahoo.com,Jaipur,Dormant,False,+914193508054,True,2023-06-27
SWGY15064,Ira Joshi,ira.joshi816@gmail.com,Kochi,Swiggy One Member,True,,True,2024-07-12
SWGY12387,Ira Joshi,ira.joshi839@hotmail.com,Delhi,Frequent Orderer,False,+919414250956,True,2024-06-22
SWGY14006,Ira Joshi,ira.joshi909@outlook.com,Mumbai,Unclassified,True,,True,2024-08-01
SWGY13526,Ira Joshi,ira.joshi91@yahoo.com,Lucknow,Frequent Orderer,False,+911420375694,False,2024-06-30
SWGY15430,Ira Kapoor,ira.kapoor118@outlook.com,Nellore,Churned,False,+912381844675,True,2024-02-07
SWGY11143,Ira Kapoor,ira.kapoor157@hotmail.com,Noida,Dormant,False,+913569480450,False,2025-01-10
SWGY14320,Ira Kapoor,ira.kapoor192@outlook.com,Gurugram,Swiggy One Member,True,+911995290306,True,2024-08-26
SWGY15752,Ira Kapoor,ira.kapoor285@yahoo.com,Delhi,Dormant,False,+914734504103,True,2023-08-19
SWGY13988,Ira Kapoor,ira.kapoor448@outlook.com,Delhi,New,True,+912885518955,False,2024-05-20
SWGY14416,Ira Kapoor,ira.kapoor463@hotmail.com,Noida,Frequent Orderer,True,+911174561851,True,2025-03-05
SWGY12547,Ira Kapoor,ira.kapoor499@outlook.com,Delhi,Swiggy One Member,True,+917799061834,False,2025-01-09
SWGY14846,Ira Kapoor,ira.kapoor560@gmail.co,Ahmedabad,Churned,False,+911494974692,True,2024-05-08
SWGY10599,Ira Kapoor,ira.kapoor738@gmail.co,Chennai,New,False,,False,2025-01-03
SWGY12887,Ira Khan,ira.khan154@gmail.co,Noida,New,True,+916718892670,False,2024-07-03
SWGY15468,Ira Khan,ira.khan170@yahoo.com,Mumbai,Dormant,False,+910406945757,False,2023-10-13
SWGY13556,Ira Khan,ira.khan363@gmail.co,Kolkata,Swiggy One Member,True,+919367061975,False,2024-11-02
SWGY10302,Ira Khan,ira.khan53@gmail.com,Jaipur,Frequent Orderer,False,+917905528183,False,2023-07-27
SWGY13563,Ira Khan,ira.khan847@outlook.com,Nellore,Swiggy One Member,True,+913939742608,True,2024-11-16
SWGY12180,Ira Khan,ira.khan927@gmail.com,Chennai,Dormant,False,+911939146037,True,2024-09-14
SWGY14861,Ira Malhotra,ira.malhotra144@yahoo.com,Chennai,Frequent Orderer,False,+919285027494,True,2025-01-16
SWGY11970,Ira Malhotra,ira.malhotra173@gmail.co,Jaipur,Dormant,False,,True,2024-11-29
SWGY11248,Ira Malhotra,ira.malhotra316@yahoo.com,Chennai,New,False,+919376501676,False,2023-10-21
SWGY15670,Ira Malhotra,ira.malhotra660@hotmail.com,Lucknow,Dormant,False,+910672090119,False,2024-06-29
SWGY13442,Ira Malhotra,ira.malhotra892@gmail.com,Gurugram,Frequent Orderer,False,+917587012808,True,2024-06-01
SWGY15709,Ira Malhotra,ira.malhotra966@yahoo.com,Nellore,Frequent Orderer,False,+914412577911,True,2024-07-05
SWGY12586,Ira Mehta,ira.mehta191@gmail.co,Gurugram,Frequent Orderer,False,+916301333279,False,2025-04-05
SWGY12186,Ira Mehta,ira.mehta224@yahoo.com,Vijayawada,New,True,,True,2023-07-11
SWGY14497,Ira Mehta,ira.mehta383@hotmail.com,Jaipur,Swiggy One Member,True,+910807350153,False,2024-04-06
SWGY13605,Ira Mehta,ira.mehta401@gmail.com,Hyderabad,New,False,+919169815556,False,2024-12-23
SWGY14449,Ira Mehta,ira.mehta44@gmail.co,Mumbai,Unclassified,True,,False,2025-01-28
SWGY14148,Ira Mehta,ira.mehta4@gmail.co,Noida,Dormant,False,+919235955107,True,2025-01-14
SWGY13173,Ira Mehta,ira.mehta644@hotmail.com,Kochi,Frequent Orderer,False,+914338053634,False,2024-05-09
SWGY15243,Ira Mehta,ira.mehta761@yahoo.com,Ahmedabad,Dormant,True,+913223497279,False,2024-04-13
SWGY13114,Ira Mehta,ira.mehta763@outlook.com,Jaipur,New,False,+912610158526,False,2024-01-16
SWGY15982,Ira Mehta,ira.mehta921@gmail.co,Gurugram,Swiggy One Member,True,+916251660064,False,2025-05-14
SWGY10019,Ira Mehta,ira.mehta922@hotmail.com,Pune,Frequent Orderer,False,+910608835615,False,2024-04-17
SWGY15549,Ira Mehta,ira.mehta985@gmail.com,Ahmedabad,Swiggy One Member,True,+911046238850,True,2023-12-05
SWGY13381,Ira Menon,ira.menon156@yahoo.com,Noida,Frequent Orderer,True,+917983232367,True,2024-07-22
SWGY12459,Ira Menon,ira.menon235@yahoo.com,Mumbai,Dormant,False,,False,2023-08-23
SWGY12989,Ira Menon,ira.menon412@outlook.com,Bengaluru,Frequent Orderer,False,,True,2023-07-30
SWGY15791,Ira Menon,ira.menon493@yahoo.com,Mumbai,Dormant,False,+919380207615,False,2024-08-01
SWGY11381,Ira Menon,ira.menon50@gmail.com,Mumbai,Unclassified,False,+914488548753,True,2023-10-18
SWGY15868,Ira Menon,ira.menon519@outlook.com,Gurugram,Frequent Orderer,False,+915842758149,False,2024-11-08
SWGY15760,Ira Menon,ira.menon529@yahoo.com,Bengaluru,Swiggy One Member,True,+910078687203,False,2024-08-17
SWGY12892,Ira Menon,ira.menon682@hotmail.com,Gurugram,Swiggy One Member,True,+913616629087,False,2025-02-21
SWGY12085,Ira Menon,ira.menon939@outlook.com,Hyderabad,Unclassified,False,+919073128211,True,2024-04-26
SWGY14056,Ira Menon,ira.menon976@yahoo.com,Gurugram,Churned,True,,False,2025-05-15
SWGY15309,Ira Nair,ira.nair139@yahoo.com,,New,False,+913592791600,True,2024-09-13
SWGY14706,Ira Nair,ira.nair19@yahoo.com,Ahmedabad,Dormant,False,+915862638086,False,2024-01-10
SWGY12128,Ira Nair,ira.nair353@yahoo.com,Bengaluru,New,False,+912618910953,False,2024-07-29
SWGY14382,Ira Nair,ira.nair396@outlook.com,Noida,Frequent Orderer,False,,False,2025-01-29
SWGY13939,Ira Nair,ira.nair56@outlook.com,Bengaluru,Unclassified,False,+919978055014,False,2023-11-29
SWGY15834,Ira Nair,ira.nair771@gmail.com,,Frequent Orderer,False,,False,2024-11-10
SWGY11436,Ira Nair,ira.nair816@gmail.com,Kolkata,New,False,+910156161973,False,2023-07-25
SWGY10294,Ira Nair,ira.nair847@outlook.com,Jaipur,Swiggy One Member,True,+910833181958,False,2024-10-24
SWGY13375,Ira Nair,ira.nair894@gmail.com,Ahmedabad,Churned,False,+913922630307,False,2023-06-21
SWGY10215,Ira Nair,ira.nair89@outlook.com,Ahmedabad,Frequent Orderer,False,+915669380118,True,2023-07-07
SWGY11618,Ira Nair,ira.nair993@gmail.com,Lucknow,Frequent Orderer,False,+910799154027,False,2024-02-07
SWGY11661,Ira Patel,ira.patel127@yahoo.com,Bengaluru,Frequent Orderer,False,+917191969933,True,2025-05-14
SWGY11547,Ira Patel,ira.patel133@yahoo.com,,Frequent Orderer,False,+915628372372,False,2023-10-18
SWGY11748,Ira Patel,ira.patel135@gmail.co,Ahmedabad,New,False,+913814030755,True,2024-05-27
SWGY11234,Ira Patel,ira.patel162@gmail.co,Bengaluru,New,False,+916698345150,True,2023-12-25
SWGY12843,Ira Patel,ira.patel232@outlook.com,Kochi,New,False,,False,2024-10-24
SWGY10310,Ira Patel,ira.patel24@gmail.com,Vijayawada,Frequent Orderer,False,+917186375998,True,2024-11-21
SWGY11239,Ira Patel,ira.patel265@yahoo.com,Jaipur,Unclassified,True,+910705473601,False,2023-12-04
SWGY12653,Ira Patel,ira.patel293@gmail.com,Ahmedabad,Churned,False,+919631555800,False,2023-12-29
SWGY14410,Ira Patel,ira.patel413@yahoo.com,Jaipur,Frequent Orderer,True,,True,2024-05-25
SWGY10015,Ira Patel,ira.patel501@outlook.com,Jaipur,New,False,,False,2024-05-17
SWGY12178X,Ira Patel,ira.patel505@outlook.com,,New,False,+918901750177,True,2024-12-21
SWGY12335,Ira Patel,ira.patel509@gmail.co,Ahmedabad,New,False,+911483240965,True,2023-10-11
SWGY13190,Ira Patel,ira.patel589@outlook.com,Gurugram,Frequent Orderer,False,+915621000471,False,2024-11-12
SWGY13077,Ira Patel,ira.patel682@hotmail.com,Lucknow,Swiggy One Member,True,+919123944949,True,2023-08-22
SWGY12798,Ira Patel,ira.patel770@gmail.co,Hyderabad,New,False,+910177446083,False,2024-11-25
SWGY12846,Ira Patel,ira.patel896@hotmail.com,Bengaluru,Swiggy One Member,True,,False,2024-01-19
SWGY15917,Ira Pillai,ira.pillai117@outlook.com,Gurugram,Dormant,False,+914882593632,True,2024-02-11
SWGY13323,Ira Pillai,ira.pillai15@gmail.co,Bengaluru,Swiggy One Member,True,+910659503632,False,2023-08-17
SWGY12529,Ira Pillai,ira.pillai412@hotmail.com,Vijayawada,Swiggy One Member,True,+913038156959,True,2024-06-17
SWGY15373,Ira Pillai,ira.pillai509@yahoo.com,,Dormant,True,+914562921221,True,2023-09-05
SWGY14000,Ira Pillai,ira.pillai548@yahoo.com,Lucknow,New,True,+917984058273,False,2023-08-21
SWGY12090,Ira Pillai,ira.pillai557@gmail.co,Pune,Frequent Orderer,False,,True,2023-11-17
SWGY10589,Ira Pillai,ira.pillai583@gmail.co,Jaipur,Churned,False,,False,2024-07-23
SWGY10693,Ira Pillai,ira.pillai696@gmail.co,Lucknow,Swiggy One Member,True,,False,2024-10-02
SWGY13162,Ira Pillai,ira.pillai773@yahoo.com,Kolkata,Dormant,False,,True,2024-01-21
SWGY13242,Ira Pillai,ira.pillai780@outlook.com,Bengaluru,Frequent Orderer,False,+914641188034,True,2024-06-06
SWGY11203,Ira Pillai,ira.pillai937@gmail.co,Bengaluru,Dormant,False,+919940842906,True,2024-04-22
SWGY10417,Ira Pillai,ira.pillai939@gmail.co,Ahmedabad,New,False,+919183626448,True,2023-11-13
SWGY13263,Ira Rao,ira.rao245@yahoo.com,Delhi,Churned,False,+914725076233,True,2023-10-16
SWGY12201,Ira Rao,ira.rao402@gmail.co,Lucknow,Unclassified,True,+914710793527,True,2023-10-07
SWGY12837,Ira Rao,ira.rao404@hotmail.com,Chennai,Swiggy One Member,True,+911870153987,True,2023-09-26
SWGY13823,Ira Rao,ira.rao515@yahoo.com,Hyderabad,Churned,False,+917681278889,True,2023-07-29
SWGY13280,Ira Rao,ira.rao649@hotmail.com,Jaipur,Churned,False,+916036340916,False,2024-05-19
SWGY12674,Ira Rao,ira.rao791@gmail.co,Mumbai,Churned,False,+912408962870,False,2024-08-01
SWGY11425,Ira Rao,ira.rao879@gmail.co,Kochi,Frequent Orderer,False,+919998709339,True,2023-07-26
SWGY13136,Ira Reddy,ira.reddy146@gmail.co,Lucknow,Frequent Orderer,False,+919440130597,False,2024-08-09
SWGY13643,Ira Reddy,ira.reddy183@yahoo.com,Kochi,Unclassified,False,,True,2024-06-12
SWGY15265,Ira Reddy,ira.reddy442@gmail.co,,Swiggy One Member,True,+918184707108,True,2024-05-13
SWGY12615,Ira Reddy,ira.reddy553@hotmail.com,Pune,Dormant,False,+914124527705,True,2024-03-05
SWGY11773,Ira Reddy,ira.reddy566@gmail.co,Mumbai,Churned,True,,False,2024-09-19
SWGY10783,Ira Reddy,ira.reddy711@gmail.com,Bengaluru,Swiggy One Member,True,+910859914492,True,2023-09-13
SWGY12006,Ira Reddy,ira.reddy766@gmail.com,Delhi,Dormant,False,+917890355081,True,2023-06-25
SWGY15025,Ira Reddy,ira.reddy827@outlook.com,Lucknow,Frequent Orderer,False,,True,2023-07-14
SWGY13246,Ira Reddy,ira.reddy923@gmail.com,Lucknow,Dormant,False,+917400743262,True,2023-11-05
SWGY11092,Ira Reddy,ira.reddy945@gmail.co,,Swiggy One Member,True,+914443596245,False,2023-07-29
SWGY11230,Ira Sharma,ira.sharma113@gmail.co,Mumbai,Frequent Orderer,False,+917840190271,False,2024-07-17
SWGY11300,Ira Sharma,ira.sharma288@yahoo.com,,Dormant,False,,True,2025-02-26
SWGY13139,Ira Sharma,ira.sharma557@yahoo.com,Kolkata,Frequent Orderer,False,,True,2023-06-14
SWGY12395,Ira Sharma,ira.sharma66@gmail.com,Bengaluru,Swiggy One Member,True,+914729905552,False,2023-12-01
SWGY12012,Ira Sharma,ira.sharma859@gmail.com,Chennai,New,False,,False,2024-02-02
SWGY15023,Ira Shetty,ira.shetty243@yahoo.com,Kolkata,Frequent Orderer,False,+917658244898,True,2023-08-05
SWGY15722,Ira Shetty,ira.shetty578@outlook.com,Nellore,Churned,False,,False,2023-09-02
SWGY15280,Ira Shetty,ira.shetty608@gmail.com,Kochi,Swiggy One Member,True,,False,2024-05-26
SWGY13279,Ira Shetty,ira.shetty633@gmail.com,Mumbai,Swiggy One Member,True,+918798262255,False,2025-03-30
SWGY13695,Ira Shetty,ira.shetty692@yahoo.com,,Swiggy One Member,True,+917696038347,False,2025-04-25
SWGY11552,Ira Shetty,ira.shetty694@yahoo.com,Gurugram,Swiggy One Member,True,+915032198596,True,2025-04-24
SWGY10550,Ira Shetty,ira.shetty740@gmail.com,Pune,Swiggy One Member,True,+911558108358,False,2023-10-11
SWGY14399,Ira Shetty,ira.shetty90@gmail.com,Pune,Frequent Orderer,False,+919730310519,False,2024-11-08
SWGY15294,Ira Shetty,ira.shetty928@yahoo.com,Gurugram,Frequent Orderer,False,+914167298139,False,2024-01-28
SWGY13312,Ira Shetty,ira.shetty941@gmail.com,Vijayawada,New,False,,True,2024-10-07
SWGY10253,Ira Singh,ira.singh138@hotmail.com,Hyderabad,New,True,+917526772233,True,2025-05-04
SWGY10865,Ira Singh,ira.singh235@outlook.com,Pune,Frequent Orderer,False,+914001816778,True,2024-12-10
SWGY13830,Ira Singh,ira.singh598@gmail.com,Noida,Frequent Orderer,False,,True,2024-07-07
SWGY11545,Ira Singh,ira.singh926@outlook.com,Bengaluru,New,False,,True,2024-01-08
SWGY10538,Ira Singh,ira.singh948@hotmail.com,Gurugram,Frequent Orderer,False,+916929445511,True,2024-08-02
SWGY12107,Ira Singh,ira.singh96@gmail.com,Vijayawada,Churned,False,,False,2024-02-17
SWGY12579X,Ira Verma,ira.verma245@gmail.com,,New,False,,True,2024-08-23
SWGY15006,Ira Verma,ira.verma255@outlook.com,Ahmedabad,Frequent Orderer,False,+910012263300,True,2023-08-08
SWGY11443,Ira Verma,ira.verma494@hotmail.com,Kochi,Churned,False,+919025912046,False,2025-03-17
SWGY10849,Ira Verma,ira.verma771@hotmail.com,Lucknow,Unclassified,False,+919160911413,True,2024-08-20
SWGY10827,Ira Verma,ira.verma779@gmail.co,Gurugram,Dormant,False,+913930493665,True,2023-10-18
SWGY13688,Ira Verma,ira.verma868@gmail.com,Kolkata,New,False,+917297034505,True,2025-04-24
SWGY12301,Ira Verma,ira.verma967@gmail.com,Kochi,Dormant,False,,True,2024-03-25
SWGY12405,Ishaan Bose,ishaan.bose106@gmail.co,Noida,New,False,+919902549839,True,2024-09-20
SWGY11571,Ishaan Bose,ishaan.bose125@yahoo.com,Kolkata,Dormant,True,,True,2023-07-20
SWGY15965,Ishaan Bose,ishaan.bose287@gmail.co,Chennai,Swiggy One Member,True,+914196177262,True,2024-07-02
SWGY12769,Ishaan Bose,ishaan.bose451@yahoo.com,Pune,New,False,+917301808725,False,2023-08-23
SWGY11119,Ishaan Bose,ishaan.bose610@gmail.co,Bengaluru,Swiggy One Member,True,+915834456622,False,2025-03-07
SWGY11771,Ishaan Bose,ishaan.bose638@outlook.com,Vijayawada,Frequent Orderer,True,,False,2024-08-10
SWGY10777,Ishaan Bose,ishaan.bose705@gmail.co,Delhi,Swiggy One Member,True,+917449160936,True,2025-02-01
SWGY14551,Ishaan Bose,ishaan.bose844@outlook.com,Gurugram,Unclassified,False,+919035651169,False,2023-10-30
SWGY14524,Ishaan Bose,ishaan.bose848@outlook.com,Noida,Dormant,False,+913821810886,True,2023-11-22
SWGY13566,Ishaan Bose,ishaan.bose873@gmail.com,Chennai,Swiggy One Member,True,+919184409002,False,2024-03-08
SWGY11423,Ishaan Bose,ishaan.bose88@yahoo.com,Ahmedabad,Frequent Orderer,False,+911790447085,True,2023-09-15
SWGY15538,Ishaan Bose,ishaan.bose94@hotmail.com,Gurugram,Swiggy One Member,True,+911954746847,True,2025-03-07
SWGY15298,Ishaan Chatterjee,ishaan.chatterjee239@gmail.com,Gurugram,Churned,False,+918152606449,False,2024-04-12
SWGY12831,Ishaan Chatterjee,ishaan.chatterjee525@gmail.com,Kolkata,Frequent Orderer,False,+911541682497,True,2024-07-14
SWGY12764,Ishaan Chatterjee,ishaan.chatterjee528@gmail.com,Gurugram,Frequent Orderer,False,+912492300833,False,2025-03-04
SWGY11651,Ishaan Chatterjee,ishaan.chatterjee663@yahoo.com,Kochi,Frequent Orderer,True,+917047012592,False,2024-02-25
SWGY11948,Ishaan Chatterjee,ishaan.chatterjee785@gmail.com,Kolkata,Swiggy One Member,True,+915661340475,True,2023-06-15
SWGY15610,Ishaan Chatterjee,ishaan.chatterjee798@hotmail.com,Kolkata,New,False,,True,2025-03-09
SWGY12486,Ishaan Chatterjee,ishaan.chatterjee805@yahoo.com,Hyderabad,Dormant,False,+913057578660,True,2023-12-23
SWGY14736,Ishaan Chatterjee,ishaan.chatterjee88@hotmail.com,Kolkata,Dormant,False,+918147841523,True,2024-01-28
SWGY12746,Ishaan Chatterjee,ishaan.chatterjee97@gmail.co,Chennai,Unclassified,False,+915952417168,True,2024-01-29
SWGY12448,Ishaan Das,ishaan.das190@gmail.com,Kolkata,Frequent Orderer,False,,True,2024-05-17
SWGY11193,Ishaan Das,ishaan.das224@outlook.com,Chennai,New,False,+919626168455,False,2023-07-20
SWGY14476,Ishaan Das,ishaan.das345@gmail.com,Delhi,Churned,False,+916523431946,False,2024-02-06
SWGY13724,Ishaan Das,ishaan.das390@outlook.com,Ahmedabad,New,False,+913388067191,True,2024-02-10
SWGY11590,Ishaan Das,ishaan.das448@yahoo.com,Vijayawada,New,False,+917490331222,True,2025-01-25
SWGY11344,Ishaan Das,ishaan.das600@yahoo.com,Pune,Frequent Orderer,False,,False,2024-02-23
SWGY12471,Ishaan Das,ishaan.das850@gmail.com,Mumbai,Swiggy One Member,True,+919443002773,False,2023-07-10
SWGY13940,Ishaan Gupta,ishaan.gupta141@gmail.com,Ahmedabad,Frequent Orderer,False,,True,2024-08-13
SWGY15611,Ishaan Gupta,ishaan.gupta182@hotmail.com,,Unclassified,True,+918956792270,False,2023-07-16
SWGY10761,Ishaan Gupta,ishaan.gupta235@yahoo.com,Kochi,New,False,,False,2023-11-09
SWGY12901,Ishaan Gupta,ishaan.gupta268@outlook.com,Lucknow,Swiggy One Member,True,+915176569836,True,2023-12-11
SWGY15340,Ishaan Gupta,ishaan.gupta330@gmail.co,Bengaluru,Churned,False,+919578775507,True,2024-03-02
SWGY10426,Ishaan Gupta,ishaan.gupta377@yahoo.com,Pune,Churned,False,+916904098366,True,2025-01-27
SWGY10725,Ishaan Gupta,ishaan.gupta382@gmail.co,Ahmedabad,Dormant,False,,False,2024-09-13
